frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
91,True,True,-1.000000,1.000000,225.679993,-236.049988,18.639999,158.129990,-777.529968,8.440000,0.001885,0.002295,-0.631655,0.775244,-0.000100,0.000000,-2.462000
92,True,True,-1.000000,1.000000,227.000000,-242.529999,18.639999,143.739990,-785.289978,8.440000,0.001907,0.002274,-0.639574,0.768723,0.000000,0.000000,-2.463800
93,True,True,-1.000000,1.000000,228.199997,-249.069992,18.639999,129.069992,-792.729980,8.440000,0.001929,0.002252,-0.647435,0.762115,0.000000,0.000000,-2.465400
94,True,True,-1.000000,1.000000,229.279999,-255.679993,18.639999,114.119995,-799.839966,8.440000,0.001950,0.002231,-0.655230,0.755423,0.000000,0.000000,-2.466900
95,True,True,-1.000000,1.000000,230.229996,-262.350006,18.639999,98.909996,-806.609985,8.440000,0.001972,0.002209,-0.662961,0.748648,0.000000,0.000000,-2.468200
96,True,True,-1.000000,1.000000,231.049988,-269.070007,18.639999,83.439995,-813.039978,8.440000,0.001993,0.002188,-0.670627,0.741789,0.000000,0.000000,-2.469300
97,True,True,-1.000000,1.000000,231.750000,-275.850006,18.639999,67.729996,-819.109985,8.440000,0.002015,0.002166,-0.678223,0.734850,0.000100,0.000000,-2.470200
98,True,True,-1.000000,1.000000,232.309998,-282.679993,18.639999,51.789997,-824.820007,8.440000,0.002037,0.002144,-0.685749,0.727832,0.000100,0.000000,-2.470900
99,True,True,-1.000000,1.000000,232.739990,-289.549988,18.639999,35.630001,-830.169983,8.440000,0.002058,0.002123,-0.693204,0.720735,0.000100,0.000000,-2.471500
100,True,True,-1.000000,1.000000,233.039993,-296.470001,18.639999,19.250000,-835.149963,8.440000,0.002080,0.002101,-0.700590,0.713558,0.000100,0.000000,-2.471900
101,True,True,-1.000000,1.000000,233.199997,-303.429993,18.639999,2.670000,-839.750000,8.440000,-0.002101,-0.002080,0.707903,-0.706303,0.000200,0.000000,-2.472200
102,True,True,-1.000000,1.000000,233.220001,-310.429993,18.639999,-14.090000,-843.969971,8.440000,-0.002123,-0.002058,0.715143,-0.698971,0.000200,0.000000,-2.472300
