frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
98,False,False,True,True,1.000000,0.000000,28.230000,51.039997,157.190002,235.939987,180.050003,-235.970001,0.992440,-0.116525,-0.019818,0.033041,-1.803000,0.282400,-1.985200
99,False,False,True,True,1.000000,0.000000,30.269999,52.520000,155.179993,244.509995,177.989990,-241.659988,0.991114,-0.125157,-0.020336,0.040183,-1.738300,0.261400,-2.063000
100,False,False,True,True,1.000000,0.000000,32.380001,53.980000,153.119995,253.039993,175.779999,-247.339996,0.989633,-0.134091,-0.020805,0.047051,-1.676900,0.238900,-2.140600
101,False,False,True,True,1.000000,0.000000,34.559998,55.430000,151.009995,261.529999,173.419998,-253.000000,0.987992,-0.143327,-0.021221,0.053649,-1.618700,0.215000,-2.217900
102,False,False,True,True,1.000000,0.000000,36.809998,56.849998,148.849991,269.970001,170.899994,-258.649994,0.986189,-0.152859,-0.021582,0.059993,-1.563500,0.189700,-2.294900
103,False,False,True,True,1.000000,0.000000,39.129997,58.250000,146.649994,278.359985,168.209991,-264.279999,0.984218,-0.162689,-0.021879,0.066089,-1.511300,0.163100,-2.371600
104,False,False,True,True,1.000000,0.000000,41.520000,59.629997,144.399994,286.699982,165.360001,-269.880005,0.982075,-0.172809,-0.022116,0.071948,-1.462000,0.135300,-2.448000
105,False,False,True,True,1.000000,0.000000,43.980000,60.980000,142.099991,294.979980,162.330002,-275.459991,0.979752,-0.183221,-0.022289,0.077580,-1.415600,0.106300,-2.524000
106,False,False,True,True,1.000000,0.000000,46.509998,62.309998,139.759995,303.190002,159.129990,-281.009979,0.977243,-0.193925,-0.022391,0.082991,-1.371900,0.076300,-2.599700
107,False,False,True,True,1.000000,0.000000,49.099998,63.609997,137.369995,311.329987,155.750000,-286.519989,0.974542,-0.204909,-0.022424,0.088192,-1.330900,0.045300,-2.675000
108,False,False,True,True,1.000000,0.000000,51.759998,64.879997,134.940002,319.389984,152.190002,-292.000000,0.971640,-0.216173,-0.022380,0.093187,-1.292500,0.013300,-2.750000
109,False,False,True,True,1.000000,0.000000,54.489998,66.119995,132.459991,327.369995,148.440002,-297.440002,0.968529,-0.227713,-0.022267,0.097989,-1.256600,-0.019400,-2.824600
110,False,False,True,True,1.000000,0.000000,57.279999,67.320000,129.940002,335.259979,144.509995,-302.839996,0.965201,-0.239527,-0.022073,0.102596,-1.223100,-0.052900,-2.898900
111,False,False,True,True,1.000000,0.000000,60.139999,68.489998,127.369995,343.049988,140.389999,-308.190002,0.961647,-0.251606,-0.021803,0.107020,-1.192000,-0.087100,-2.972800
112,False,False,True,True,1.000000,0.000000,63.059998,69.619995,124.759995,350.739990,136.080002,-313.500000,0.957857,-0.263949,-0.021452,0.111265,-1.163200,-0.122000,-3.046400
113,False,False,True,True,1.000000,0.000000,66.049995,70.720001,122.099998,358.319977,131.569992,-318.759979,0.953822,-0.276546,-0.021016,0.115338,-1.136700,-0.157500,-3.119600
114,False,False,True,True,1.000000,0.000000,69.099998,71.779999,119.399994,365.779999,126.869995,-323.959991,0.949531,-0.289397,-0.020498,0.119244,-1.112300,-0.193500,-3.192500
115,False,False,True,True,1.000000,0.000000,72.209999,72.799995,116.659996,373.109985,121.969994,-329.109985,0.944975,-0.302490,-0.019893,0.122988,-1.090100,-0.230000,-3.265000
116,False,False,True,True,1.000000,0.000000,75.379997,73.769997,113.869995,380.299988,116.879997,-334.199982,0.940142,-0.315821,-0.019203,0.126576,-1.069900,-0.266900,-3.337200
117,False,False,True,True,1.000000,0.000000,78.610001,74.699997,111.040001,387.350006,111.589996,-339.229980,0.935022,-0.329383,-0.018421,0.130007,-1.051700,-0.304100,-3.409100
118,False,False,True,True,1.000000,0.000000,81.900002,75.580002,108.169998,394.239990,106.110001,-344.190002,0.929601,-0.343172,-0.017552,0.133292,-1.035500,-0.341600,-3.480700
119,False,False,True,True,1.000000,0.000000,85.239998,76.419998,105.259995,400.970001,100.439995,-349.079987,0.923872,-0.357172,-0.016592,0.136432,-1.021200,-0.379400,-3.552000
120,False,False,True,True,1.000000,0.000000,88.639999,77.209999,102.309998,407.529999,94.570000,-353.899994,0.917820,-0.371382,-0.015540,0.139426,-1.008700,-0.417400,-3.623000
121,False,False,True,True,1.000000,0.000000,92.089996,77.949997,99.320000,413.910004,88.509995,-358.649994,0.911437,-0.385786,-0.014396,0.142280,-0.998000,-0.455500,-3.693700
122,False,False,True,True,1.000000,0.000000,95.589996,78.639999,96.290001,420.099976,82.269997,-363.319977,0.904709,-0.400379,-0.013161,0.144999,-0.989000,-0.493700,-3.764200
123,False,False,True,True,1.000000,0.000000,99.139999,79.269997,93.220001,426.079987,75.839996,-367.919983,0.897624,-0.415150,-0.011834,0.147583,-0.981700,-0.531900,-3.834400
124,False,False,True,True,1.000000,0.000000,102.739998,79.849998,90.119995,431.849976,69.229996,-372.440002,0.890169,-0.430094,-0.010409,0.150033,-0.976000,-0.570200,-3.904400
125,False,False,True,True,1.000000,0.000000,106.389999,80.369995,86.979996,437.399994,62.439999,-376.880005,0.882333,-0.445194,-0.008893,0.152352,-0.971900,-0.608400,-3.974100
126,False,False,True,True,1.000000,0.000000,110.079994,80.830002,83.799995,442.720001,55.480000,-381.229980,0.874105,-0.460440,-0.007286,0.154543,-0.969300,-0.646500,-4.043600
127,False,False,True,True,1.000000,0.000000,113.809998,81.229996,80.589996,447.789978,48.360001,-385.500000,0.865474,-0.475815,-0.005581,0.156603,-0.968100,-0.684500,-4.112900
128,False,False,True,True,1.000000,0.000000,117.579994,81.570000,77.339996,452.609985,41.079998,-389.679993,0.856427,-0.491309,-0.003784,0.158540,-0.968300,-0.722400,-4.182000
129,False,False,True,True,1.000000,0.000000,121.389999,81.849998,74.059998,457.169983,33.639999,-393.769989,0.846950,-0.506911,-0.001896,0.160353,-0.969900,-0.760100,-4.251000
130,False,False,True,True,1.000000,0.000000,125.239998,82.070000,70.750000,461.449982,26.059999,-397.779999,0.837035,-0.522604,0.000089,0.162041,-0.972800,-0.797500,-4.319800
